Name,Old_price,New_price,Discount,Rating
Dahua 8 Channel DVR Kit + 8 Full HD 1080P Cameras,"₦ 210,000","₦ 175,000",17%, 
Solar Power 4G 1080P Wireless 10400mAh Battery IP Camera,"₦ 220,000","₦ 120,000",45%, 
Series8 Smartwatch Use For Calls/Messages Black/Orange 2PCS,"₦ 125,000","₦ 55,300",56%,4 out of 5
Full HD 1080P 4G Outdoor Solar Security CCTV Camera 4G Sim,"₦ 160,000","₦ 150,000",6%, 
3 In 1 Gold Plated Ankle Leg Chain Set Silver,"₦ 5,000","₦ 3,500",30%, 
Super Quality RG59+P Cable Video/Power 305M,"₦ 80,000","₦ 70,000",13%, 
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 130,000","₦ 108,000",17%, 
Triband Mobile Signal Booster,"₦ 150,000","₦ 120,000",20%, 
Solar Powere 4G Simcard Intelligent PTZ CCTV Wireless Camera,"₦ 190,000","₦ 149,999",21%, 
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 120,009","₦ 105,000",13%, 
Triband Mobile Signal Booster,"₦ 120,000","₦ 105,000",13%, 
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 120,000","₦ 105,000",13%, 
VBT 4 Way Extension Socket 4 Usb Power Converter HY-T08, ,"₦ 12,500", , 
Triband Mobile Signal Booster,"₦ 120,000","₦ 105,000",13%, 
Triband Mobile Signal Booster,"₦ 120,000","₦ 105,000",13%, 
Triband Mobile Signal Booster,"₦ 120,990","₦ 105,000",13%, 
Triband Mobile Signal Booster,"₦ 120,000","₦ 105,000",13%, 
Dahua 8 Channel DVR Kit + 8 Full HD 1080P Cameras,"₦ 260,000","₦ 175,000",33%, 
Royal 43” inches Smart LED TV (RTV43G7W) - Black + 1 year warranty,"₦ 255,313","₦ 237,500",7%,4.3 out of 5
itel ISU-1531WL 5 Sockets 3Metre Cord Power Strip Extension Box,"₦ 10,000","₦ 5,950",41%,4.6 out of 5
P9 Headphone Wireless Bluetooth Stereo Foldable - Black,"₦ 13,500","₦ 7,500",44%,3.5 out of 5
Smart Android Tv Box MXQ PRO 5G 4K Ultra HD Video+HDMI Cable,"₦ 38,000 - ₦ 45,000","₦ 29,500 - ₦ 35,500",24%,4.1 out of 5
"Tutu 43"" Inches Smart LED TV (43Q1) - Black +1 Year Warranty","₦ 212,000","₦ 205,000",3%,4.3 out of 5
Wireless Ip Cctv Bulb Camera Wi-Fi Cctv Camera,"₦ 35,000","₦ 13,800",61%,3.8 out of 5
P9 Wireless Bluetooth Headset Headphone Black,"₦ 11,600","₦ 8,200",29%,3.6 out of 5
P47 Wireless Bluetooth Headphone Foldable Stereo Headset,"₦ 8,300","₦ 5,700",31%,3.9 out of 5
Realme Wireless Wireless Earbuds Bluetooth F9 Max Headphones Earpöds Earpiece Fingerprint Touch Control Bass Iphone Headset,"₦ 12,000","₦ 7,999",33%,3.3 out of 5
P9 Headphone Wireless Bluetooth Stereo Foldable - Black,"₦ 12,000","₦ 7,390",38%,4 out of 5
Duravolt DV 2000VA Relay Automatic Voltage Stabilizer,"₦ 69,000","₦ 44,589",35%,4.4 out of 5
"itel 32"" inches  LED Tv (A3250) - Black + 1 Year Warranty","₦ 200,534","₦ 96,643",52%,4.1 out of 5
itel 4 Sockets 1.8Metre Cord Power Strip Extension Box,"₦ 9,000","₦ 4,777",47%,4.8 out of 5
itel 6 Sockets 3m Cord Power Strip Extension Box,"₦ 10,000","₦ 6,750",33%,4.7 out of 5
Otg Type C To Type A USB 3.0 Android Flash Drive Reader,"₦ 3,500",₦ 999,71%,4.2 out of 5
Binatone Automatic Voltage Protector (AVP-1300) - White,"₦ 17,075","₦ 12,075",29%,4.5 out of 5
Usb Power Power USB To DC Cable WiFi To Router Powerbank Cord Cable DC 5V To 12V USB Cable Converter Wifi Router (12V),"₦ 8,000","₦ 4,750",41%,3.9 out of 5
P9 Headphone Wireless Bluetooth Stereo Foldable - White,"₦ 13,500","₦ 7,500",44%,3.6 out of 5
2 Pieces Of Photography Studio Soft Box Lighting Kit/Diffuser/ Camera Light Box For Pictures & Video Shooting +Tall Light Stand,"₦ 38,000","₦ 34,800",8%,4.3 out of 5
PowMr 60A MPPT Solar Charger Controller 12-48V Max PV 160VDC,"₦ 151,523","₦ 97,242",36%,4.2 out of 5
Clip On Earphones Bone Conduction  Sports Bluetooth Headsets,"₦ 9,999","₦ 7,590",24%,3.3 out of 5
Universal Power Adapter Converter Travel Socket Charger Plug,"₦ 9,000","₦ 3,800",58%,4.6 out of 5
Bluetooth Headphones Fingerprint Control Earp?ds,"₦ 73,385","₦ 4,988",93%,3.8 out of 5
Zealot 80W Super Bass Bluetooth Speaker With 16000mAh Battery  S97,"₦ 200,000","₦ 123,000",39%,4 out of 5
P9 Wireless Bluetooth Headset Headphone-Red,"₦ 12,800","₦ 8,000",38%,4.3 out of 5
PowMr 10/20/30A PWM Solar Charge Controller 12V 24V Dual USB,"₦ 8,139","₦ 5,145 - ₦ 6,312",37%,4.2 out of 5
Djack SUPER Powerful Bluetooth Home Theatre System D3L Black,"₦ 60,000","₦ 58,999",2%,3.9 out of 5
"itel NETFLIX, Prime Video, YouTube installed MXQ pro Smart Box with Itel 32” LED Tv","₦ 129,500","₦ 123,990",4%,3.9 out of 5
Dstv LATEST HD Decoder Remote (Same In The Picture), ,"₦ 2,699", ,4.1 out of 5
Studio Photography Soft Box Softbox With Lamp Holder +Tripod,"₦ 23,800","₦ 23,400",2%,4.4 out of 5
New Age Wireless Stereo Earphone NEWAGE EarPhone Bluetooth For Iphone And Android Aírpods Earpiece Ipods Hear 5.0 Wireless Earpóds Original Earbods Ipod Headphones Earbuds For Cheap Price,"₦ 32,499","₦ 14,190",56%,3.9 out of 5
BQ618 AEC Smart Wireless Bluetooth Headset With Microphone,"₦ 25,760","₦ 15,200",41%,4.3 out of 5
"10 Metre HDMI Cable For TV, Computer 10m", ,"₦ 4,300", ,4.7 out of 5
UFC 55 Inch 4K Ultra-HD Smart Freamless Android TV+ FREE WALL HANGER, ,"₦ 375,990", ,4.3 out of 5
Usb Power 6 Port USB 3 Port AC Well Spaced Original Intelligent Surge Protect Power Socket Extension Box,"₦ 14,000","₦ 8,800",37%,4.4 out of 5
Newcastle 250W 2.1Ch Audio Sound Bar With Wireless Subwoofer,"₦ 120,000","₦ 105,500",12%,4.5 out of 5
P9 Wireless Bluetooth Headset Headphone (Blue),"₦ 13,000","₦ 8,000",38%,4.2 out of 5
Usb Power 6 Socket Extension 5 Usb 1 Type C,"₦ 45,000","₦ 12,990",71%,4.2 out of 5
Wireless 5.0 Bluetooth Headset 8D Stereo Hear  Pod,"₦ 9,500","₦ 7,200",24%,4.2 out of 5
Usb Power 4-Port USB 2 Port AC Well Spaced Original Intelligent Expansion Surge Protect Power Socket Extension Box (ange), ,"₦ 5,999", ,4.5 out of 5
itel 2.1ch HOME THEATRE SYSTEM WITH BLUETOOTH MAD SOUND!,"₦ 60,999","₦ 39,900",35%,3.8 out of 5
P47 IMPROVED 5.0 Wireless Bluetooth Stereo Foldable Headset, ,"₦ 5,500", ,3.7 out of 5
Sonivia Bluetooth Home Theater SM11,"₦ 80,000","₦ 33,194",59%,5 out of 5
Duravolt 2000VA Relay Automatic Voltage Stabilizer (DV-2000),"₦ 95,000","₦ 48,998",48%,4.4 out of 5
100% Smart Android Tv Box MXQ PRO 5G 4K Ultra HD Video+HDMI,"₦ 49,000","₦ 29,990",39%,3.8 out of 5
3.1ch Powerful Bluetooth Powerful Home Theater Black, ,"₦ 42,990", ,4 out of 5
Bluetooth Wireless Headset Hanging Neck Exercise,"₦ 11,900","₦ 4,199",65%,4.2 out of 5
Duravolt 1KVA Automatic Voltage Stabilizer,"₦ 78,100","₦ 34,999",55%,4.3 out of 5
TCL 50 inches Smart 4K UHD TV - Black + 1 year warranty,"₦ 442,900","₦ 412,000",7%,4.6 out of 5
Anker Soundcore P25i Earbuds, ,"₦ 31,300", ,4.6 out of 5
Machislet. Rugged Outdoor Camping Mobile Lamp Power Banks -20000mah,"₦ 36,000","₦ 28,000",22%,5 out of 5
Zealot S56 Portable Wireless Bluetooth Speaker 40watts,"₦ 68,000","₦ 56,000",18%,4.4 out of 5
Otg Type C To Type A USB 3.0 Android Flash Drive Reader,"₦ 6,000",₦ 999,83%,4.2 out of 5
35W  Iphone Usb-c To Lightning PD Fast Lightning Charger,"₦ 10,000","₦ 5,200",48%,3.9 out of 5
PowMr 60A MPPT Solar Charge Controller 12-48V Max PV 190VDC,"₦ 143,283","₦ 95,877",33%,3.7 out of 5
Realme Wireless Wireless Earbuds Bluetooth Headphones Earpöds Earpiece Fingerprint Touch  Bass Iphone Headset (F9),"₦ 8,000","₦ 7,999",1%,3.6 out of 5
P9 Wireless Bluetooth Headset Headphone Blue,"₦ 11,540","₦ 8,000",31%,3.7 out of 5
TV Guard Voltage Protection Adaptor - WHITE,"₦ 8,000","₦ 4,800",40%,4.3 out of 5
LG Smart Tv Remote Control For All Models, ,"₦ 3,400", ,4.4 out of 5
Gaming Headset Headphone 7.1 Surround Sound With Microphone,"₦ 35,600","₦ 13,800",61%,3.9 out of 5
Rechargable Cellphone LED Mini Selfie Ring Light-White,"₦ 5,000","₦ 3,000",40%,4 out of 5
Phone Holder Universal Silicone Suction Phone Case Mount Flexible Rose Red,"₦ 3,257","₦ 2,171",33%,4.2 out of 5
Cctv LATEST Wired Outdoor Security Camera 2mp Advanced With Dvr,"₦ 170,000","₦ 16,000",91%,4.1 out of 5
Realme earbuds Wireless One Ear Earbuds  Bluetooth Earpiece Single Earpóds Headphones Earphones (V9),"₦ 12,000","₦ 7,790",35%,3.9 out of 5
UFC ''55 Inch 4K Ultra-HD Smart FRAMELESS Smart TV+ Netflix YouTube + WALL HANGER,"₦ 790,000","₦ 375,990",52%,3.9 out of 5
5 Ways Electrical SOCKET Extention Box With 3 USB Port,"₦ 10,000","₦ 6,500",35%,4.1 out of 5
"Hd Splitter 4K×2K HDMI Switcher/HDMI Splitter,3In1HD Interface","₦ 28,999","₦ 9,500",67%,4.3 out of 5
2in1 31CM Height RGB Colorful Desktop Light Bar/Music Light,"₦ 19,800","₦ 16,500",17%,4.9 out of 5
IPhone 7/8/X/XR/11/12/13 Pro Max  IPhone Charger (2PIN),"₦ 8,000","₦ 4,990",38%,4.1 out of 5
Photography Studio Soft Box Softbox With Lamp Holder +Tripod,"₦ 24,500","₦ 23,400",4%,4.5 out of 5
Obdlink Mx Bluetooth EarPhone Bluetooth For Android And Iphone Earphones Earbuds Earpiece Hear Pods Headset 5.0 Airpòds Wireless Earpód Headphones,"₦ 19,999","₦ 13,540",32%,4.1 out of 5
Smart Android Tv Box MXQ PRO 5G 4K+Wireless Keyboard,"₦ 78,000 - ₦ 88,000","₦ 41,950 - ₦ 46,990",47%,3.9 out of 5
Noise Cancelling Headset  Bluetooth Wireless Earphone, ,"₦ 22,500", ,4 out of 5
Djack Wireless Bluetooth Home Theatre Djack - Dj-D3L,"₦ 66,000","₦ 55,000",17%,4.5 out of 5
Decorative Led Starry Night Rotating Projector Light / Lamp, ,"₦ 6,900", ,3.9 out of 5
Sonix 43 Inches  Super HD Android Smart Frameless TV + Wall Hanger,"₦ 320,000","₦ 223,950",30%,4.3 out of 5
itel 2.1ch HOME THEATRE SYSTEM WITH BLUETOOTH MAD SOUND!!,"₦ 60,999","₦ 41,400",32%,4.1 out of 5
In Pods 12 TWS Macaron Bluetooth Headphones,"₦ 6,900","₦ 5,520",20%,4.5 out of 5
3D VR Headset/Virtual Reality For All Phone + FREE EARPHONE,"₦ 17,999","₦ 11,300",37%,3.5 out of 5
Homeflower HEAVY DUTY BOOM BLUETOOTH MINI SPEAKER SYSTEM HF X2,"₦ 70,000","₦ 41,400",41%,4.5 out of 5
Gotv Antenna With Free Cable + Gotv Remote, ,"₦ 9,800", ,4.1 out of 5
White Stylish Wireless Compact&Portable V4.0 Bluetooth Audio,"₦ 4,630","₦ 3,695",20%,3.3 out of 5
"Amani 43""INCHES SMART ANDROID UHD TV 4K +  FREE GIFT","₦ 280,000","₦ 217,900",22%,4.1 out of 5
Qasa 12V 4.5Ah Pin Type Rechargeable Fan Replacement Battery,"₦ 20,999","₦ 15,800",25%,4.3 out of 5
Polystar Powerful Boom Speaker Player (PV-SUB811),"₦ 199,000","₦ 179,900",10%,4.5 out of 5
"Amani 32”Smart UHD 4K TV+Netflix,Youtube,android Free Gift Inside","₦ 175,890","₦ 159,990",9%,4.1 out of 5
"itel Sound Bar Power Life Style Bluetooth,HDMI, AUX & USB","₦ 88,000","₦ 75,990",14%,4.4 out of 5
G13 VR Glasses Headset Smart Glasses For 5-7 Inches Phones ,"₦ 20,337","₦ 11,200",45%,3.3 out of 5
Hisense Replacement Remote Control For Hisense 4K UHD LED Smart TV, ,"₦ 4,000", ,4.2 out of 5
MXQ PRO 4K Android 11 Smart TV Box,"₦ 37,000","₦ 26,490",28%,3.8 out of 5
Qasa 1.5HP Wall Mount Automatic Voltage Stabilizer (AVR- PRO),"₦ 95,130","₦ 68,450",28%,4.5 out of 5
Mini Hidden 1080P WiFi IP CCTV Security Surveillance Camera,"₦ 25,999","₦ 15,999",38%,2.5 out of 5
Wireless Stereo Earphone Bluetooth Earbuds Wireless Earphones  6D Stereo Bass Earpòds Neck  Earpiece Aìrpods (Neckband),"₦ 8,765","₦ 6,990",20%,3.9 out of 5
P9 Wireless Bluetooth Headset Headphone Black,"₦ 10,500","₦ 8,000",24%,3.8 out of 5
Mini Hdmi 2Av HDTV 3 IN 1 HDMI Cable Micro HDMI Adaptor Mini HDMI HDMI To HDMI Cable,"₦ 9,500","₦ 3,500",63%,3.8 out of 5
Power Pod Wireless 5.0 Bluetooth Headset 8D Stereo Hear Pod (F9),"₦ 9,000","₦ 8,350",7%,3.8 out of 5
Wireless 5.0 Bluetooth Headset 8D Stereo Hear  Pod,"₦ 11,500","₦ 7,200",37%,3.7 out of 5
Oraimo X Burna Boy Spacepod Case, ,"₦ 3,000", ,4.5 out of 5
Ace-Type TypeC Hdmi Adapter 3in1 Docking Station,"₦ 27,000","₦ 8,800",67%,4.4 out of 5
HDMI-compatible Switch 3 Port 4K HD 3 In 1 Out With High Speed Switcher Splitter,"₦ 7,700","₦ 6,500",16%,4.3 out of 5
Wireless IP Camera 360 View Rotatable HD WiFi CCTV Surveillance Camera,"₦ 32,999","₦ 17,999",45%,2 out of 5
Starry Projector Light Led Night Lamp With Remote Control,"₦ 18,490","₦ 14,850",20%,4.5 out of 5
Otg IPhone OTG To Type A USB 3.0 Flash Drive Reader,"₦ 8,500","₦ 3,499",59%,4.1 out of 5
"Hisense 240W 2.1CH Bluetooth® Audio SoundBar, - HS 2100", ,"₦ 178,500", ,4.4 out of 5
"Home Theater Speaker,Bluetooth 5.0 Subwoofer Soundbar -Black","₦ 89,000","₦ 58,800",34%, 
Duracell Rechargeable AAA R03 Battery With Charger,"₦ 20,000","₦ 10,000",50%,4.3 out of 5
Anycast M9 Plus Wifi Dongle Mirror Screen Display Projector Amplifier Airplay TV Box Stick Chromecast, ,"₦ 10,900", ,3.9 out of 5
Ace-Type TypeC To HDMI Cable High Speed HDMI Type C,"₦ 25,000","₦ 10,500",58%,4.4 out of 5
Hisense 43''Smart TV + Netflix&Youtube APP 12 Months Warranty-,"₦ 566,600","₦ 340,900",40%,4.7 out of 5
Smart Watch Wireless Bluetooth Headset Set-black,"₦ 8,939","₦ 4,559",49%,4 out of 5
itel 5 Sockets Extension Box With 3 USB Ports - ISU-1521WU,"₦ 20,000","₦ 10,250",49%,4.8 out of 5
3000watts Solar Power Inverter (3KVA), ,"₦ 56,000", ,4.1 out of 5
VIC 2+16G Smart TV Box Android 10.0 Q96 Max 5G Media Player,"₦ 88,200","₦ 29,400",67%,4.1 out of 5
PowMr 60A MPPT Solar Charge Controller Support Parallel 12,"₦ 144,818","₦ 99,099",32%,4.6 out of 5
Resizable Extendable Floor TV Stand, ,"₦ 39,000", ,3.8 out of 5
TCL Remote For Smart LEDTV, ,"₦ 5,500", ,4.4 out of 5
Duracell Rechargable AA 1.2V Battery,"₦ 9,000","₦ 4,299",52%,4.8 out of 5
Mini Wireless WIFI Hidden Camera Suitable For Safety - Black,"₦ 9,549","₦ 6,649",30%,4 out of 5
Realme earbuds Bluetooth Wireless Earpóds / Neck Bluetooth Earphones Aírpods Super Bass (Neckband),"₦ 8,550","₦ 6,990",18%,3.9 out of 5
Cat Ears Wireless Bluetooth Headset,"₦ 8,988","₦ 5,900",34%,3.7 out of 5
"UFC 43” Inches FRAMELESS Smart TV+Netflix,Youtube +WALL HANGER","₦ 745,000","₦ 219,290",71%,4.5 out of 5
"Amani 55"" Inch SMART UHD 4K  TV","₦ 1,290,000","₦ 386,318",70%,4.2 out of 5
"Amani 32''Inch Amani Smart Android TV With Netflix,Youtube,Google","₦ 1,160,000","₦ 155,990",87%,4.3 out of 5
Fingerprint Touch Bluetooth Headsets Noise-cancelling Stereo,"₦ 7,990","₦ 5,490",31%,3.3 out of 5
HD Wifi Hidden Spy Mini Security Surveillance Camera, ,"₦ 11,999", ,3.5 out of 5
Portable Bluetooth Speaker With 2 Wireless Microphones Ivory Kids Karaoke Machine,"₦ 19,999","₦ 14,500",27%,5 out of 5
3 In 1 Live Streaming Vlog Vlogging Video Making Kit, ,"₦ 12,500", ,3.2 out of 5
E88 Foldable Drone 4KHD Camera Video Selfie Quadcopter,"₦ 113,398","₦ 56,699",50%,3 out of 5
Otg Type B Micro USB To Type A USB 3.0 Android Flash Drive Reader,"₦ 6,000",₦ 999,83%,4 out of 5
Realme earbuds Bluetooth Wireless Earpiece 5.0 Stereo Bass Fingerprint Wireless Earbuds Headphones Eaŕpods Bluetooth Earphones (Airpro),"₦ 12,300","₦ 8,990",27%,4.1 out of 5
Tripods Camera Phone Stand Tripods Spirit Level DSLR Selfie Sticks Live Streaming Holder With Phone Clip Holder,"₦ 28,288","₦ 19,999",29%,4.2 out of 5
Cat Ears Wireless Bluetooth Headset,"₦ 10,514","₦ 5,900",44%,3.1 out of 5
Camera Phone Live Streaming Tripod Stand DSLR Selfie Tripod Phone Holder Stand, ,"₦ 18,500", ,3.5 out of 5
LG Replacement Remote Control, ,"₦ 2,600", ,3.3 out of 5
Rugged Universal Tripod Projector Stand/Laptop Stand,"₦ 28,700","₦ 22,300",22%,4.8 out of 5
Wireless Gaming Headphone Microphone For Logitech G733,"₦ 17,342","₦ 12,140",30%,1 out of 5
Jbl Go 4 Wireless Bluetooth Speaker,"₦ 150,000","₦ 30,000",80%,1 out of 5
Desktop Headphone Stand/Headset With Phone Holder,"₦ 10,800","₦ 7,500",31%,4.7 out of 5
Dstv Explora Remote Control,"₦ 6,000","₦ 4,650",23%,3.9 out of 5
Professional Video And Photo Led 600 Light Kit With Varicolour And Tripod + 2battery And Charger,"₦ 75,000","₦ 45,000",40%,5 out of 5
Wireless Music Classic Wireless Earbuds Bluetooth Headphones Earpöd Earpiece Fingerprint Touch Control  Bass Iphone Headset,"₦ 39,500","₦ 15,350",61%,4.6 out of 5
2NLF Double Screen Full HD Security Camera With Alarm,"₦ 29,263","₦ 25,188",14%,5 out of 5
Jbl Boombox 3 Pro Portable Wireless Bluetooth Speaker + FREE 2ND GEN WITH SCREEN ON  CHARGING CASE,"₦ 265,000","₦ 130,000",51%,4.5 out of 5
Chromecast TV Streaming Device, ,"₦ 14,000", ,5 out of 5
Homeflower 2.1CH Powerful  Bluetooth Speaker HF -1101,"₦ 50,000","₦ 34,500",31%,1.5 out of 5
"116plus smart watch heart rate and blood pressure monitor for men, women and children","₦ 9,702","₦ 5,072",48%,5 out of 5
2 In 1 Floating DVD DSTV Remote Control Wall Shelf, ,"₦ 12,790", ,4.1 out of 5
Headphones Cat Ear With LED Light And Noise Cancellation TF Card Stand,"₦ 8,988","₦ 6,900",23%,4.1 out of 5
HDMI To HDMI Cable Red And Black,"₦ 9,000 - ₦ 20,000","₦ 3,500 - ₦ 8,999",70%,4.5 out of 5
"MK ® Bluetooth Speaker, Portable Speaker, Louder Volume, Crystal Clear Sound, Rich Bass","₦ 21,500","₦ 7,210",66%,2.8 out of 5
Hisense 80W Bluetooth Sound Bar System (AUD 214) -Black,"₦ 125,655","₦ 113,500",10%,4.4 out of 5
"Hisense 50'' Smart 4K UHD Frameless Smart TV,  Wifi, NETFLIX,YOUTUBE+WALL BRACKET","₦ 699,900","₦ 497,000",29%,4.7 out of 5
TUCCI Q4 USB Stereo Headphone With Microphone & Noise Cancellation,"₦ 20,000","₦ 17,000",15%,4.8 out of 5
BLUETOOTH ZONE Wireless Bluetooth Headphones Earpiece For Apple Iphone And Android  Headset Gaming For Cheap Price Earphones (STN), ,"₦ 9,900", ,5 out of 5
Extension 5 Ways Electrical SOCKET Extention Box With 3 USB Port,"₦ 10,000","₦ 6,500",35%,4.5 out of 5
Cord Lace Fast Charge ORIGINAL TYPE-C USB Cord Cable For Android Phone Charger (blk), ,"₦ 2,999", ,3.3 out of 5
Bluetooth Powerful Home Theater Black 2024 New,"₦ 95,000","₦ 43,800",54%,4.1 out of 5
New Extra Bass Sound Bar System With LED Display,"₦ 455,777","₦ 77,990",83%, 
Oraimo SoundFull Cinematic SoundBAR-- THE PERFECT EXPERIENCE, ,"₦ 24,900", ,4.2 out of 5
Realme earbuds Wireless Earbuds Bluetooth 5.0 Earphones 6D  Bass Earphones, ,"₦ 9,500", ,4.1 out of 5
MS-881A Bluetooth Wireless Headset (Black),"₦ 14,900","₦ 10,800",28%, 
Hisense Replacement Remote Control For Hisense 4k UHD LED Smart Tv, ,"₦ 3,800", ,5 out of 5
"NEW 6IN1 Oculus Quest 2 Accessories,Quest 2 VR Silicon Cover","₦ 50,000","₦ 22,000",56%,5 out of 5
Universal Power Adapter Converter Travel Socket Charger Plug With USB,"₦ 8,000","₦ 6,500",19%,4.9 out of 5
Iphone Type C To Lightning Usb Cable For IOS Fast Charge, ,"₦ 2,500", ,4.6 out of 5
Djack 2.1ch HOME THEATRE SYSTEM WITH BLUETOOTH,"₦ 94,999","₦ 79,850",16%,4.3 out of 5
Realme earbuds Wireless Earbuds Bluetooth Headphones Earpiece Headset (IN12),"₦ 8,000","₦ 6,999",13%,4 out of 5
2Pcs 31CM Height RGB Colorful Desktop Light Bar/Music Light,"₦ 19,800","₦ 16,500",17%,4.8 out of 5
"3 In 1 6 Inches 3 Light Mode Desktop Adjustable Ring Light.Powered By USB Phone Charger,Laptop,Power Bank","₦ 7,890","₦ 7,300",7%,4 out of 5
Smart Android Tv Box MXQ PRO 5G 4K Ultra HD Video+HDMI Cable,"₦ 38,000 - ₦ 45,000","₦ 29,900 - ₦ 35,500",23%,4.2 out of 5
3D VR Virtual Reality Headset Glasses Headset Helmets,"₦ 59,990","₦ 34,830",42%,4.3 out of 5
Mercury Maverick 850VA UPS, ,"₦ 64,000", ,4.3 out of 5
TV Console Floating Wall Shelve For 42 Inches TV- White, ,"₦ 42,000", ,3.7 out of 5
Sonix 43 Inches  Super HD Android Smart Frameless TV + Wall Hanger,"₦ 399,000","₦ 223,150",44%,4 out of 5
Home Theater Power Sound Beat  With Free Dvd Player, ,"₦ 58,900", ,4 out of 5
SOUND BASS Bluetooth Home Theater System, ,"₦ 42,990", ,4.5 out of 5
SOUND BASS Bluetooth Home Theater System, ,"₦ 42,990", ,4.5 out of 5
1500W Power Inverter, ,"₦ 29,500", ,4.1 out of 5
"12"" Inches Automatic Led Ringlight With Stand &Camera Holder","₦ 16,000","₦ 13,999",13%,4.6 out of 5
"TIKTok Ringlight, Stand & Phone Holder For Live Stream Video","₦ 10,500","₦ 7,500",29%,3.9 out of 5
Bluetooth Home Theater + Free DVD,"₦ 96,000","₦ 86,850",10%,4.2 out of 5
Anker Soundcore Life Q35 Wireless Noise Cancelling Headphone,"₦ 200,999","₦ 117,999",41%,4.6 out of 5
Usb Power 5Port USB 3 Port AC Well Spaced Original Intelligent Surge Protect Power Socket Extension Box,"₦ 25,000","₦ 7,700",69%,4.5 out of 5
1080P HDMI VIDEO CAPTURE CARD 2.0 USB, ,"₦ 8,500", ,4.9 out of 5
Smart Tv Box MXQ PRO 4K TV Android Box+HDMI Cable,"₦ 35,000","₦ 28,500",19%,3.9 out of 5
Qasa 6V 7Ah Rechargeable Fan Replacement Battery(QBT-0070A6V),"₦ 17,500","₦ 10,999",37%,4.2 out of 5
Usb Power Original USB Wall Extension Cable Socket Cord Box With TYPE C Charger Port (black),"₦ 9,000","₦ 8,850",2%,4.3 out of 5
Display Port DP To HDMI Converter Plug Display Port To Hdmi Plug,"₦ 25,000","₦ 4,500",82%,4 out of 5
Led Lighting 800LED Professional Video And Photo Led Light - Medium Size,"₦ 90,000","₦ 75,000",17%,4.9 out of 5
Gp 23A High Voltage Alkaline Battery 12v,"₦ 5,000","₦ 3,200",36%,4.6 out of 5
Realme earbuds Wireless Fingerprint Bluetooth Earbuds (F9),"₦ 15,000","₦ 8,990",40%,3.9 out of 5
